hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
9.33,242,716.92,26.43,52.02,49.78,10.61,354.26,2.734,987.45,sombreado_parcial
18.72,334,232.36,17.36,22.41,30.77,5.26,383.98,2.167,829.49,normal
12.55,226,1000.0,25.09,57.49,88.35,11.02,349.21,8.474,2954.6,normal
12.53,242,1000.0,27.32,59.82,36.94,5.6,347.78,3.626,1272.72,sombreado_parcial
16.65,141,737.13,24.07,46.24,70.24,5.8,358.5,3.255,1153.68,sombreado_parcial
8.16,199,567.92,29.28,45.65,30.02,2.58,360.84,5.035,1807.93,normal
12.82,112,1000.0,25.59,55.22,43.03,2.19,354.02,8.584,3040.78,normal
12.02,127,1000.0,21.87,52.32,50.94,1.56,355.18,8.745,3091.23,normal
14.36,21,887.86,21.6,49.65,33.46,5.11,356.82,4.228,1515.37,sombreado_parcial
19.99,147,2.83,29.87,31.99,51.5,0.6,367.55,0.106,24.21,suciedad
16.77,89,657.3,21.08,43.28,31.0,0.17,363.4,5.652,2063.02,normal
11.57,303,866.64,30.49,55.15,59.13,8.86,351.18,7.792,2708.55,normal
17.59,203,579.59,32.34,49.27,66.46,0.01,354.8,4.27,1525.44,suciedad
8.39,85,503.39,14.99,32.67,24.37,11.29,372.58,1.071,402.09,falla_panel
6.43,167,103.05,31.8,33.92,80.98,3.92,371.4,0.177,81.8,falla_panel
8.86,72,572.39,37.36,55.16,32.96,1.19,351.36,5.024,1755.56,normal
10.77,298,811.65,26.51,49.32,35.78,3.59,358.39,4.353,1580.37,sombreado_parcial
13.15,9,902.98,28.59,58.54,66.29,5.11,347.71,3.584,1248.17,sombreado_parcial
14.61,281,913.78,31.22,56.91,52.81,0.84,349.2,1.8,652.56,falla_panel
18.75,258,227.54,23.35,27.99,54.96,4.42,376.45,1.574,582.39,suciedad
13.14,275,978.52,26.09,58.25,28.97,4.89,348.9,8.638,3003.5,normal
13.02,238,1000.0,17.11,51.24,76.4,0.86,356.15,8.65,3078.31,normal
6.7,20,171.74,25.83,30.76,63.19,0.13,377.1,1.508,578.48,normal
6.49,233,173.64,27.99,33.34,29.48,0.68,373.13,1.604,585.56,normal
13.72,221,1000.0,28.1,60.71,46.18,0.67,2.84,17.206,49.08,falla_inversor
12.13,326,859.62,31.39,58.69,76.73,0.2,349.69,7.34,2579.67,normal
17.75,17,443.56,20.35,33.65,59.78,3.88,372.09,3.947,1455.82,normal
8.25,89,486.98,21.8,36.29,27.61,1.43,367.82,0.534,186.27,falla_panel
6.35,196,124.93,36.37,37.93,46.09,6.47,368.53,1.14,410.15,normal
12.29,350,922.03,24.1,53.26,36.99,0.87,356.27,7.923,2781.95,normal
9.32,84,700.73,26.2,47.96,56.22,1.81,360.36,6.064,2182.16,normal
6.69,87,145.37,24.6,28.48,79.04,3.06,379.25,0.818,317.62,sombreado_parcial
16.14,307,722.01,20.07,41.13,50.54,6.3,360.99,6.297,2275.82,normal
7.56,338,315.65,34.74,43.25,50.33,2.23,358.73,2.649,987.92,normal
14.52,154,1000.0,21.83,54.01,83.37,1.4,351.47,8.959,3142.2,normal
9.93,228,784.68,18.24,44.08,60.33,6.05,362.82,4.712,1684.14,sombreado_parcial
8.43,264,538.36,22.3,38.63,59.63,1.11,366.3,4.81,1768.14,normal
11.32,223,990.09,12.99,43.28,38.33,0.25,362.23,6.934,2488.08,suciedad
17.22,121,619.97,21.09,39.19,62.54,1.77,363.56,5.581,2046.85,normal
11.49,173,1000.0,19.19,51.85,60.31,4.61,353.28,8.52,3023.86,normal
16.51,4,621.4,28.7,48.17,47.78,0.09,356.21,3.761,1353.5,sombreado_parcial
7.76,342,352.81,20.96,32.54,89.35,2.64,371.13,3.179,1206.8,normal
16.82,128,667.92,30.33,51.74,81.73,2.71,353.13,6.022,2100.72,normal
9.32,110,726.74,33.39,55.64,72.47,7.92,348.7,4.887,1694.96,suciedad
15.48,355,742.76,29.69,51.15,57.61,1.01,350.36,6.342,2211.08,normal
13.92,37,871.54,23.71,49.45,52.34,0.98,359.6,5.39,1951.19,sombreado_parcial
19.01,71,253.8,25.85,35.47,32.94,1.74,369.82,2.311,839.91,normal
11.42,289,879.52,15.85,42.25,41.4,1.32,362.24,6.121,2226.55,suciedad
6.93,31,176.51,24.2,29.1,74.18,4.0,27.19,0.0,0.0,falla_inversor
6.27,268,82.26,19.84,20.71,51.76,3.08,384.74,0.821,295.12,normal
17.58,11,506.6,29.17,43.17,81.76,4.27,362.96,3.178,1168.8,sombreado_parcial
13.35,344,868.02,40.44,66.41,30.35,5.15,339.19,7.333,2504.34,normal
16.85,328,571.13,28.0,48.38,55.58,7.69,359.78,0.58,228.76,falla_panel
9.28,32,604.63,13.05,32.93,65.29,1.69,371.27,5.316,1976.25,normal
10.83,57,868.5,22.83,49.18,56.18,12.54,356.56,3.538,1224.63,sombreado_parcial
6.42,166,136.62,25.73,31.63,82.25,0.73,377.15,0.863,330.35,sombreado_parcial
19.46,188,110.65,25.52,28.75,89.27,3.76,380.55,0.917,373.72,normal
15.35,342,807.78,20.62,47.89,28.11,2.29,360.55,6.962,2521.3,normal
19.06,19,176.06,26.47,35.29,29.1,5.09,368.89,1.555,582.24,normal
9.72,116,790.42,17.54,43.79,29.12,1.94,361.3,5.262,1900.26,suciedad
14.56,184,1000.0,19.33,50.72,67.68,4.6,354.01,8.898,3143.48,normal
15.5,270,833.5,28.87,55.97,46.09,7.99,350.1,4.767,1705.44,sombreado_parcial
10.45,33,777.16,18.91,43.21,71.33,3.95,363.76,6.716,2465.15,normal
17.87,10,410.08,28.23,38.29,48.38,4.49,363.61,3.662,1355.11,normal
19.26,80,172.94,16.78,21.21,63.93,0.21,381.54,0.959,346.52,sombreado_parcial
18.39,192,366.92,35.59,45.63,73.89,0.69,360.62,1.023,387.28,falla_panel
16.35,320,652.19,20.35,39.72,58.38,10.98,365.82,3.526,1284.86,sombreado_parcial
9.88,190,846.76,23.66,52.81,57.77,3.54,352.68,5.516,1937.1,suciedad
9.94,68,784.71,26.98,53.19,26.18,2.47,350.43,3.921,1382.81,sombreado_parcial
19.49,348,102.97,21.61,25.49,48.75,1.37,378.35,0.481,228.04,sombreado_parcial
6.14,125,44.64,25.86,28.47,58.2,0.14,375.73,0.492,162.95,normal
16.02,336,719.29,28.45,48.09,52.34,1.38,355.4,1.829,626.88,falla_panel
15.89,59,785.74,30.76,56.41,83.05,2.07,348.49,4.961,1729.05,sombreado_parcial
14.72,97,934.29,29.75,60.36,83.46,0.71,346.02,3.527,1232.24,sombreado_parcial
19.86,275,14.87,23.97,21.07,77.53,0.57,384.67,0.162,27.64,sombreado_parcial
10.37,149,893.61,24.12,53.19,46.27,2.13,355.05,7.754,2765.82,normal
10.76,278,891.73,39.09,64.83,70.21,2.64,340.07,7.606,2573.09,normal
7.11,265,254.57,30.7,35.7,47.67,0.82,369.14,2.251,858.37,normal
12.2,9,900.69,19.47,49.61,36.28,2.66,356.13,6.258,2220.64,suciedad
9.65,283,713.27,25.6,46.38,44.0,6.92,359.29,6.263,2273.47,normal
10.81,273,839.12,22.99,48.14,24.97,1.92,357.49,7.402,2639.26,normal
17.68,301,504.83,24.19,41.45,43.22,5.84,362.03,0.851,308.11,falla_panel
19.1,8,191.85,17.62,23.16,52.25,7.86,382.7,1.047,407.52,sombreado_parcial
8.6,208,609.84,22.53,41.32,86.88,0.29,363.87,5.461,1994.41,normal
11.22,125,949.96,35.87,65.25,41.94,0.3,341.83,6.259,2120.99,suciedad
19.0,123,252.93,28.47,36.9,83.17,1.94,368.85,2.279,842.37,normal
6.87,33,171.87,10.05,15.08,36.02,2.66,388.21,0.727,274.63,sombreado_parcial
7.29,1,231.67,32.3,39.71,33.37,1.66,367.55,1.5,499.06,sombreado_parcial
8.28,204,511.71,31.54,46.77,56.33,1.19,358.41,4.352,1582.16,normal
14.33,6,838.92,22.84,49.59,67.08,3.07,356.98,7.246,2600.38,normal
8.11,297,404.2,29.3,42.41,23.1,0.01,363.66,3.465,1289.92,normal
19.55,5,91.71,19.84,25.56,35.47,10.33,379.99,0.763,322.04,normal
12.25,80,978.29,22.18,52.18,51.9,0.79,356.33,8.539,3008.66,normal
13.02,274,987.0,33.99,64.56,43.17,7.47,19.48,7.303,142.63,falla_inversor
9.45,177,802.79,23.37,48.81,69.88,0.35,357.35,6.9,2512.83,normal
12.59,338,897.3,13.78,43.27,55.78,0.82,362.56,2.149,784.43,falla_panel
15.27,321,754.67,24.62,46.57,31.23,0.8,358.93,3.637,1314.38,sombreado_parcial
16.52,339,631.46,24.53,44.42,82.61,15.0,362.53,3.941,1447.91,sombreado_parcial
16.55,136,779.71,32.19,52.79,40.5,0.01,351.27,6.899,2431.11,normal
14.09,25,889.75,25.09,52.48,71.18,3.06,356.69,7.725,2752.61,normal
18.66,325,300.5,22.47,33.47,74.59,6.11,374.84,1.456,553.38,sombreado_parcial
17.44,183,604.91,31.27,49.08,87.42,3.35,355.86,1.001,341.07,falla_panel
16.6,168,723.53,25.72,48.6,54.9,1.35,357.38,6.357,2273.13,normal
6.78,338,159.25,20.5,24.68,63.11,9.53,376.72,1.002,377.35,sombreado_parcial
6.1,178,29.69,31.93,31.57,43.44,6.72,372.45,0.249,96.43,normal
8.97,95,656.38,26.16,48.13,67.47,1.71,362.65,5.659,2074.42,normal
15.29,33,844.29,25.02,49.83,52.44,2.56,357.61,4.522,1638.33,sombreado_parcial
11.76,111,1000.0,26.07,57.76,50.64,10.28,350.25,6.787,2374.88,suciedad
11.63,146,1000.0,18.58,50.29,79.88,12.15,354.99,8.891,3169.61,normal
18.38,231,386.52,21.83,32.64,23.51,1.79,372.54,3.52,1300.03,normal
18.54,272,313.64,25.02,35.06,81.74,5.64,370.33,2.856,1063.85,normal
18.73,336,225.38,23.83,29.47,79.64,1.08,7.29,0.557,4.35,falla_inversor
10.39,38,779.53,32.63,57.78,55.45,1.39,349.1,6.571,2289.46,normal
15.67,135,899.49,26.3,52.44,54.31,0.54,355.43,7.88,2800.32,normal
9.8,334,658.38,30.13,50.19,45.33,0.7,359.6,5.74,2093.91,normal
8.67,235,615.9,25.06,43.92,89.59,3.21,362.5,5.277,1945.81,normal
8.58,319,522.88,31.34,49.35,27.78,2.14,356.6,3.929,1391.01,suciedad
10.79,345,765.09,27.39,51.5,61.32,0.79,354.56,6.753,2407.63,normal
12.02,160,1000.0,25.08,57.76,67.72,1.55,349.61,6.882,2403.23,suciedad
17.63,38,466.8,24.92,40.34,85.4,1.4,366.97,3.987,1459.0,normal
7.68,150,386.58,19.27,32.18,74.61,13.11,375.32,2.455,898.66,sombreado_parcial
16.29,308,709.18,28.04,49.71,65.07,5.76,352.28,6.471,2250.64,normal
13.44,29,917.53,24.76,54.96,28.18,1.47,353.67,1.809,660.09,falla_panel
10.03,144,894.29,21.99,49.4,46.16,7.36,354.42,7.673,2722.06,normal
12.9,76,975.81,31.64,59.54,29.72,1.26,345.22,5.726,1979.0,sombreado_parcial
10.2,145,847.05,17.5,43.65,81.68,3.31,361.87,6.507,2327.33,suciedad
14.35,229,1000.0,22.47,54.4,72.47,10.2,353.08,3.445,1241.78,sombreado_parcial
12.07,64,967.65,31.17,59.0,73.03,1.48,345.08,8.299,2839.17,normal
8.3,347,426.24,26.89,38.89,65.66,3.42,21.92,2.874,62.37,falla_inversor
7.63,345,296.11,24.71,32.12,55.49,1.05,373.81,2.597,981.21,normal
13.65,269,982.79,26.51,58.4,30.5,0.93,349.24,1.633,554.91,falla_panel
18.63,328,245.26,26.08,36.25,43.08,2.56,370.23,2.21,825.31,normal
10.82,184,974.47,15.9,46.04,29.58,11.63,361.9,8.248,3014.17,normal
16.26,261,738.95,22.9,46.79,70.74,1.81,361.58,6.392,2309.02,normal
15.22,268,879.91,34.7,62.95,31.22,8.32,344.16,7.446,2567.31,normal
19.04,169,207.02,21.04,29.84,69.15,7.37,375.26,1.818,691.35,normal
17.49,259,562.4,23.09,39.69,68.46,0.88,364.46,5.027,1846.63,normal
13.93,227,1000.0,21.75,52.67,52.15,1.54,9.76,8.853,86.14,falla_inversor
15.2,33,832.3,24.48,49.98,29.47,3.09,353.55,5.621,1987.42,suciedad
18.58,214,356.29,21.5,32.75,42.04,2.19,375.42,3.121,1180.52,normal
11.59,50,880.5,27.92,59.19,42.41,0.3,347.38,7.444,2596.41,normal
10.58,210,940.44,26.18,55.62,69.03,15.0,352.4,3.392,1203.52,sombreado_parcial
6.15,29,2.84,29.64,28.45,27.96,4.19,382.08,0.0,8.94,normal
17.57,39,457.31,18.69,31.25,78.03,1.73,378.51,2.925,1114.98,suciedad
17.21,347,566.44,22.96,42.54,73.27,2.89,365.56,2.83,1021.25,sombreado_parcial
7.46,100,355.41,23.65,33.46,33.04,0.27,371.21,2.084,780.47,sombreado_parcial
14.08,173,1000.0,27.73,59.98,70.34,2.05,348.37,4.487,1560.64,sombreado_parcial
12.5,17,898.36,20.24,47.29,66.8,8.01,358.81,4.02,1449.45,sombreado_parcial
7.66,56,351.77,30.49,39.59,72.37,6.81,364.26,3.155,1181.54,normal
19.73,226,75.14,32.12,35.37,33.22,1.23,368.32,0.682,247.07,normal
9.01,46,589.75,19.07,36.55,31.03,2.27,370.73,5.326,1987.92,normal
6.94,67,190.08,22.05,28.63,36.55,3.59,378.02,1.0,365.48,sombreado_parcial
14.33,197,1000.0,21.81,53.81,45.61,1.25,355.07,8.878,3123.0,normal
16.34,142,799.74,40.79,66.61,75.56,0.2,340.0,6.001,2051.61,suciedad
6.45,323,71.63,22.42,24.26,71.65,2.11,379.82,0.719,255.87,normal
15.22,23,783.35,35.07,60.57,84.78,2.76,344.03,6.751,2329.54,normal
13.45,94,1000.0,17.4,47.27,24.1,0.02,355.53,8.564,3050.34,normal
7.45,242,327.87,19.06,25.63,20.81,0.3,377.71,1.74,650.14,sombreado_parcial
8.42,237,556.52,20.88,39.33,68.94,0.7,365.08,3.81,1426.94,suciedad
13.95,54,926.49,19.93,49.13,39.55,1.28,354.8,6.159,2215.92,suciedad
10.15,138,858.05,23.39,49.29,43.39,2.34,355.9,1.04,368.96,falla_panel
19.14,333,183.01,20.75,24.26,58.28,1.04,13.06,1.026,15.11,falla_inversor
17.46,272,514.15,20.08,33.1,27.17,0.97,370.93,3.847,1407.01,suciedad
19.77,41,35.23,31.95,33.13,64.99,6.11,368.58,0.398,121.94,normal
9.64,98,738.1,32.34,57.88,42.76,0.47,349.07,6.301,2193.13,normal
19.58,183,100.08,30.7,33.62,64.29,2.05,373.1,0.89,334.38,normal
12.04,128,1000.0,28.14,58.85,78.38,9.16,24.01,3.558,84.09,falla_inversor
10.87,229,908.29,25.56,53.9,31.98,2.94,354.06,7.953,2823.93,normal
6.7,317,170.73,22.02,30.62,85.16,3.79,378.27,1.524,583.79,normal
6.74,86,181.47,19.28,26.08,57.15,1.69,378.51,0.628,240.36,falla_panel
15.69,256,864.05,27.18,52.78,84.6,0.06,355.1,7.457,2662.73,normal
12.41,209,1000.0,17.96,49.25,34.54,3.12,358.81,5.908,2096.77,sombreado_parcial
9.17,215,729.35,19.04,42.33,62.32,3.0,364.36,4.891,1759.3,suciedad
14.6,100,986.71,31.92,61.17,48.27,0.35,347.46,6.563,2296.67,suciedad
9.54,49,650.89,36.4,57.88,74.2,1.86,349.83,4.026,1421.68,suciedad
14.09,201,1000.0,27.36,57.38,62.41,7.41,347.34,6.563,2285.66,suciedad
11.03,258,917.96,31.64,58.06,54.62,0.69,344.12,4.379,1486.09,sombreado_parcial
17.53,178,544.69,23.52,40.66,83.91,1.85,365.5,4.833,1773.06,normal
17.49,245,562.13,16.97,34.42,46.4,1.85,370.59,2.943,1087.6,sombreado_parcial
12.68,123,1000.0,28.67,59.92,35.4,4.99,343.57,6.731,2330.79,suciedad
10.91,342,827.82,28.42,53.14,62.57,5.22,352.84,7.42,2591.04,normal
11.08,171,992.61,25.43,55.51,63.68,4.27,350.74,8.326,2940.91,normal
17.28,333,522.0,23.55,41.55,50.74,1.36,364.87,4.503,1650.49,normal
10.59,136,913.32,30.77,59.98,54.06,0.22,349.0,4.469,1589.5,sombreado_parcial
8.93,59,551.0,19.09,34.87,87.17,1.29,369.01,4.98,1814.82,normal
7.19,193,312.09,20.36,27.18,71.29,3.42,373.8,2.358,881.91,suciedad
12.53,268,1000.0,18.95,48.83,27.74,3.64,356.56,8.739,3084.37,normal
12.75,260,995.69,25.51,56.86,34.85,10.06,351.36,8.554,3022.73,normal
17.77,95,504.73,18.47,33.3,88.29,1.81,374.79,4.66,1726.75,normal
9.1,125,677.39,20.89,41.0,70.85,3.0,363.6,4.332,1567.92,sombreado_parcial
11.33,41,878.78,20.77,47.34,84.05,2.32,359.94,7.698,2784.95,normal
17.32,254,589.66,23.44,41.75,41.27,0.49,361.88,5.26,1915.3,normal
17.53,7,487.24,16.08,32.48,71.93,1.86,372.91,0.78,280.82,falla_panel
11.38,216,1000.0,25.52,56.77,69.98,2.36,344.12,7.106,2445.87,suciedad
12.43,69,983.48,32.48,63.31,40.63,9.03,342.95,2.875,997.77,falla_panel
10.25,69,800.26,25.81,50.48,58.56,1.37,356.43,4.096,1428.85,sombreado_parcial
19.06,81,195.44,34.25,39.61,63.92,11.75,365.21,0.65,236.56,falla_panel
7.66,30,326.98,33.0,44.56,53.68,2.34,358.61,2.42,874.66,suciedad
19.07,73,220.35,29.67,37.67,77.9,0.83,29.93,0.508,16.81,falla_inversor
15.57,262,808.44,25.45,53.78,78.3,0.64,356.29,6.826,2441.43,normal
13.44,89,1000.0,25.14,57.3,79.54,0.46,347.65,8.677,3053.7,normal
6.46,208,105.06,29.58,32.12,76.24,1.81,371.81,0.932,346.57,normal
12.66,213,1000.0,22.65,52.54,54.17,0.07,353.35,2.229,774.76,falla_panel
11.71,322,854.45,13.7,41.84,46.7,1.77,367.33,3.528,1269.43,sombreado_parcial
8.26,266,495.67,27.95,42.22,78.2,13.37,360.98,4.501,1632.42,normal
15.19,293,837.2,18.21,45.59,54.31,3.33,358.9,3.795,1353.6,sombreado_parcial
19.6,207,129.67,19.23,22.14,37.25,4.28,384.07,0.943,368.94,suciedad
13.87,333,863.81,25.0,52.52,55.51,0.38,351.39,0.87,337.15,falla_panel
16.01,77,765.32,24.43,46.76,29.93,1.92,357.62,4.856,1772.99,suciedad
6.96,288,202.48,16.53,24.02,68.41,1.01,384.48,1.348,520.49,suciedad
11.85,47,899.69,25.99,52.26,43.51,6.74,357.6,7.787,2820.94,normal
7.63,110,375.24,30.8,42.93,38.25,0.6,364.14,3.27,1195.58,normal
14.58,200,1000.0,18.23,49.18,86.96,1.84,357.68,2.5,901.79,falla_panel
19.14,210,216.84,32.63,39.56,74.38,2.66,364.99,1.598,615.35,suciedad
15.26,154,987.26,15.64,45.9,75.09,2.16,360.16,4.706,1743.67,sombreado_parcial
7.08,10,190.57,37.7,43.03,63.66,5.32,361.35,1.695,625.85,normal
10.97,353,814.57,22.53,48.22,78.74,0.79,360.98,7.418,2651.07,normal
13.71,157,1000.0,25.87,55.62,73.14,1.42,351.2,8.586,3011.22,normal
11.64,261,965.19,13.65,42.3,61.91,4.71,363.26,3.785,1388.38,sombreado_parcial
17.67,77,505.2,24.63,39.88,87.28,2.25,365.98,2.392,890.29,sombreado_parcial
17.41,257,535.35,26.37,42.5,33.41,1.54,362.1,0.572,201.25,falla_panel
14.57,131,993.14,24.48,54.01,86.04,0.09,353.47,5.956,2103.88,sombreado_parcial
11.23,67,911.79,21.62,51.5,48.1,4.2,354.38,7.827,2762.12,normal
9.57,228,759.56,19.32,42.56,56.99,10.75,369.14,6.744,2457.41,normal
7.48,163,354.45,31.78,42.52,28.59,2.91,362.48,2.404,851.64,suciedad
10.97,15,830.27,25.18,49.14,57.81,5.83,358.74,7.303,2600.93,normal
11.78,232,1000.0,34.24,68.6,62.78,2.18,342.27,3.554,1218.99,sombreado_parcial
15.46,195,918.81,21.84,54.19,89.84,0.79,346.69,5.134,1819.4,sombreado_parcial
15.21,349,774.42,22.39,45.42,88.26,0.04,359.74,6.902,2521.78,normal
6.98,30,176.67,29.89,37.25,87.65,3.18,371.42,1.573,575.87,normal
11.53,359,852.77,15.26,41.77,44.39,2.04,359.57,7.381,2664.94,normal
8.54,338,459.99,17.72,34.5,89.39,4.57,373.36,4.221,1546.24,normal
8.2,331,431.23,31.58,45.57,51.88,3.56,361.12,2.353,824.16,sombreado_parcial
17.58,316,499.55,17.97,33.73,79.63,13.26,374.79,2.055,768.56,sombreado_parcial
6.59,296,117.07,14.09,14.0,35.14,2.14,23.83,1.207,29.39,falla_inversor
11.87,330,868.4,36.21,62.03,55.41,1.67,345.35,1.155,415.33,falla_panel
8.35,220,577.81,16.64,34.72,87.62,1.01,368.42,5.174,1877.2,normal
18.31,147,434.1,26.1,39.97,86.29,1.94,365.32,2.192,798.51,sombreado_parcial
13.8,259,974.62,25.41,54.05,67.86,6.19,350.85,3.676,1302.8,sombreado_parcial
9.24,292,635.02,8.14,26.89,75.85,0.13,377.04,5.841,2204.77,normal
13.03,299,947.77,23.4,53.84,32.35,11.44,27.95,1.515,42.72,falla_inversor
16.24,143,817.13,27.69,51.15,70.52,15.0,353.59,4.772,1656.22,sombreado_parcial
19.41,235,173.47,27.13,32.75,63.26,2.73,368.18,0.419,151.27,falla_panel
9.09,115,676.43,30.42,53.42,26.41,1.21,13.4,4.013,53.76,falla_inversor
18.41,365,320.4,22.68,33.27,27.92,0.76,372.58,1.242,488.31,sombreado_parcial
19.08,90,222.21,29.28,36.72,27.59,0.97,370.35,1.937,708.92,normal
18.83,208,304.3,20.86,27.34,70.7,0.15,377.76,1.76,664.16,sombreado_parcial
14.9,164,1000.0,16.54,46.55,29.92,1.93,357.36,4.345,1543.34,sombreado_parcial
14.82,84,935.06,17.21,49.52,52.74,0.18,359.76,6.423,2309.76,suciedad
11.64,77,918.03,16.23,44.02,44.99,3.8,361.26,8.134,2944.74,normal
16.53,161,761.08,31.06,56.74,58.54,1.4,347.91,6.443,2240.84,normal
13.44,5,915.91,15.91,43.62,69.45,0.67,365.22,2.686,995.01,falla_panel
15.48,78,850.7,26.64,52.81,67.93,2.36,5.94,23.962,142.36,falla_inversor
12.0,91,1000.0,23.4,55.43,56.09,10.92,345.56,8.952,3071.29,normal
16.24,87,793.72,24.38,49.34,52.5,3.56,355.02,2.714,947.86,falla_panel
17.54,270,493.63,33.18,49.18,47.85,2.03,356.66,4.465,1597.6,normal
8.05,104,484.57,22.37,36.28,80.33,4.5,369.84,3.267,1212.03,suciedad
17.66,339,445.99,28.67,40.9,43.16,4.01,366.2,3.858,1401.94,normal
13.56,175,1000.0,25.23,55.15,38.16,6.67,26.29,2.811,73.41,falla_inversor
17.83,54,447.74,24.09,37.28,72.03,0.69,366.14,2.354,862.09,sombreado_parcial
12.04,211,1000.0,38.8,69.71,45.18,5.87,337.84,8.266,2801.92,normal
11.31,95,954.98,16.35,47.75,79.29,1.07,355.44,8.274,2956.73,normal
18.81,223,267.46,32.73,41.22,42.95,8.49,365.04,2.256,840.1,normal
9.52,9,651.4,28.94,50.02,69.14,0.99,359.55,3.511,1265.31,sombreado_parcial
17.82,53,455.52,22.12,36.57,23.16,7.85,363.42,0.558,196.66,falla_panel
12.78,77,1000.0,34.78,64.35,46.99,9.96,339.74,7.249,2492.14,suciedad
13.2,206,1000.0,13.91,45.19,44.03,0.47,362.39,8.074,2912.52,suciedad
10.32,316,808.23,21.87,47.32,77.17,11.01,360.41,6.108,2220.69,suciedad
14.02,302,910.33,17.75,47.34,87.69,0.27,7.53,2.599,19.81,falla_inversor
10.55,310,788.76,27.47,50.52,52.26,0.74,357.39,5.031,1802.53,suciedad
6.55,330,99.69,18.32,18.38,77.74,1.76,388.9,0.972,370.38,normal
9.81,112,795.44,27.6,52.72,68.98,15.0,354.77,6.409,2246.85,suciedad
6.09,351,22.66,23.88,25.12,87.72,2.01,382.81,0.194,83.25,normal
19.7,165,80.33,22.12,24.37,76.78,2.4,30.24,0.94,26.8,falla_inversor
19.52,279,105.73,27.33,30.68,25.42,3.56,374.08,0.903,345.41,normal
11.53,27,859.2,23.39,51.56,69.93,10.35,355.34,7.667,2700.66,normal
16.2,70,722.95,18.47,40.37,57.48,4.59,367.08,6.411,2354.58,normal
10.84,218,938.8,41.81,70.73,21.15,0.76,333.33,5.525,1866.28,sombreado_parcial
15.4,365,797.53,22.08,47.12,37.59,1.08,359.53,6.981,2522.5,normal
17.28,189,655.77,11.69,30.36,84.52,0.31,13.17,2.638,34.73,falla_inversor
19.25,333,149.35,19.95,24.39,84.82,3.1,379.52,1.376,526.02,normal
11.6,306,867.67,17.4,44.42,75.92,0.6,359.29,7.798,2819.84,normal
16.97,124,671.03,29.96,53.38,88.72,0.89,349.28,5.767,2037.19,normal
9.72,19,719.09,26.93,48.95,76.46,6.57,356.21,6.258,2214.76,normal
19.86,257,50.63,27.39,29.27,20.71,1.19,374.75,0.302,156.47,normal
6.36,296,87.47,22.78,26.89,40.15,2.51,380.09,0.818,301.5,normal
14.45,22,887.17,23.32,49.79,22.14,1.52,358.71,7.821,2825.17,normal
15.23,40,852.13,22.77,51.47,26.59,0.23,353.15,7.561,2636.64,normal
15.63,38,752.51,24.51,50.67,35.32,1.35,353.88,6.494,2333.99,normal
7.69,48,342.09,30.01,40.66,55.25,1.57,364.0,2.444,927.73,suciedad
19.14,183,200.14,27.02,32.46,79.33,6.78,375.15,1.761,668.71,normal
8.54,75,546.07,28.0,47.51,80.34,1.18,357.28,4.877,1724.22,normal
14.72,209,1000.0,28.0,60.44,63.13,1.43,350.26,8.575,2965.48,normal
9.12,183,722.08,30.31,52.99,84.97,4.58,353.66,4.429,1549.06,sombreado_parcial
10.3,107,848.85,26.73,55.4,55.0,4.27,352.01,7.662,2694.59,normal
13.65,188,1000.0,27.15,60.38,82.23,4.8,345.44,4.616,1611.27,sombreado_parcial
11.84,264,962.47,32.13,61.71,51.78,9.22,26.39,4.833,128.52,falla_inversor
8.24,86,501.24,21.01,37.05,39.41,4.76,369.42,4.4,1637.64,normal
8.39,324,490.89,19.87,36.07,84.15,1.57,368.52,4.362,1615.1,normal
11.85,331,900.03,17.88,46.05,47.16,5.17,357.36,7.827,2801.73,normal
16.6,137,755.37,26.1,47.62,55.24,2.13,359.89,6.408,2302.61,normal
18.57,346,300.25,13.88,21.85,43.02,0.98,381.71,2.791,1076.31,normal
7.18,336,271.15,27.77,34.21,66.4,1.08,370.9,2.439,901.5,normal
11.5,95,978.52,24.34,55.66,89.65,0.76,349.0,2.287,791.6,falla_panel
7.4,326,267.65,31.81,38.4,21.79,0.47,365.43,2.381,890.08,normal
6.23,245,65.31,20.97,23.3,82.99,0.61,380.4,0.557,235.75,normal
15.26,90,887.91,23.78,54.28,20.27,0.2,352.06,6.955,2429.15,suciedad
14.43,59,868.14,31.73,61.0,45.5,6.58,343.42,7.436,2551.58,normal
8.28,28,461.05,33.3,44.95,31.8,8.02,360.54,4.001,1445.31,normal
9.27,72,663.38,20.92,39.73,73.01,2.65,364.57,3.741,1390.0,sombreado_parcial
6.33,270,96.58,26.09,27.94,23.54,5.51,376.96,0.928,335.26,normal
17.69,24,439.89,26.77,38.76,58.74,0.61,368.76,2.889,1065.22,suciedad
19.65,112,53.47,27.24,26.43,40.64,6.96,379.06,0.566,186.08,normal
7.9,300,391.37,23.42,35.64,29.36,2.12,368.68,2.171,796.78,sombreado_parcial
9.24,56,645.69,32.69,53.92,74.03,0.21,352.43,4.293,1517.55,suciedad
18.16,223,428.86,13.66,28.49,35.22,0.46,377.87,3.879,1477.55,normal
18.97,120,243.94,22.47,29.38,35.66,1.11,377.24,2.314,843.04,normal
11.87,179,1000.0,27.69,58.53,39.26,0.13,348.56,8.615,2985.75,normal
